,Titles,Brands,Prices,Stars,Ratings,Review_Words
500,"Sony Premium In-Ear EX Series Earbud Headphones With In-Line iOS Remote & Mic For Volume And Track Control & Hands-Free Talking Compatable with Android phones, 9 mm High Sensitivity Driver Units, Tangle Free Cord, 5 - 24,000 Hz Frequency Response",Sony,34.9,5.0,0.0,['No Review']
501,JVC Victor In-ear Stereo Headphones for smartphones | HA-FRD60-W White (Japanese Import),JVC,24.75,3.3,3.0,['No Review']
502,"JVC In Ear Headphones Sweat Proof Earphones with Built-In Remote and Mic for Call Handling, White",JVC,8.99,4.1,25.0,['No Review']
503,JBL E15 In-Ear Headphones with One-Button Remote and Mic (Blue),JBL,,3.9,16.0,['No Review']
504,"Samsung EO-IC100BBEGUS Corded Type-C Earphones, Black",SAMSUNG,10.49,4.1,1181.0,"['sound quality', 'white noise', 'came with my phone', 'earbuds', 'hissing noise', 'every time', 'waste your money', 'worked fine', 'comfortable to wear', 'ones that came', 'pleasantly surprised', 'second pair']"
505,Sony Lightweight Water-Resistant Sweat-Proof Active Series Sport Headphones (Green),Sony,41.9,,8.0,['No Review']
506,Skullcandy Set in-Ear Earbuds - Black/White,Skullcandy,21.99,4.4,423.0,"['sound quality', 'noise cancellation', 'periods of time', 'great sound', 'earbuds', 'ear', 'headphones', 'stay', 'mic', 'calls', 'hear', 'volume', 'bass', 'value', 'brands', 'running', 'sounds']"
507,JLab J6MS JBuds Stereo to Mono In-Ear Single Earbud | Style Headset with Enterprise Class Microphone | 3.5mm Headphone Jack | Black,JLAB,11.99,4.1,703.0,"['earbud', 'sound quality', 'single ear', 'hands free', 'single earbud', 'ear open', 'listening to music', 'stereo to mono', 'good sound', 'cell phone', 'left and right', 'able to hear', 'ear pieces', 'going on around', 'audio books']"
508,Skullcandy Ink'd Plus Wireless In-Ear Earbud - Deep Red,Skullcandy,37.99,4.3,2312.0,"['battery life', 'sound quality', 'skullcandy', 'charging port', 'around my neck', 'long time', 'quit working', 'stopped working', 'power button', 'wireless headphones', 'waste your money', 'noise cancellation']"
509,Koss KSC17 Streetstyle Collapsible Headphone with Volume Control,Koss,15.41,3.5,92.0,"['volume control', 'sound quality', 'behind the head', 'top of my head', 'ear cushions', 'good sound', 'something over the top', 'want something', 'earbuds want', 'works great', 'long cord', 'get what you pay']"
510,Pioneer SE-CX9-S Headphones,Pioneer,,3.5,28.0,"['sound quality', 'stethoscope effect', 'adjust the volume', 'airplane adapter', 'set of headphones', 'se-cx9 headphones', 'ever heard', 'sound great', 'earbuds', 'ears', 'cord', 'earpieces', 'earphones', 'tips']"
511,Koss 187197 Keb6i In-Ear Headphones (White),Koss,,4.5,7.0,['No Review']
512,Panasonic Inner Ear Headphones RP-HJE150-A,Panasonic,,4.2,658.0,['No Review']
513,"Bang & Olufsen 1646102 Beoplay E8 2.0 Truly Wireless Bluetooth Earbuds and Charging Case - Limestone, One Size",Bang & Olufsen,208.01,3.3,876.0,"['sound quality', 'battery life', 'bang and olufsen', 'true wireless', 'noise cancelling', 'noise cancellation', 'left earbud', 'charging case', 'wireless charging', 'great sound', 'wireless earbuds', 'right earbud']"
514,.Sony PlayStation Vita Headset Earbud Microphone Earpiece . Headphone (Black),Sony,,4.0,0.0,['No Review']
515,Audio-Technica Balanced Armature Type Inner Ear Monitor Headphones Gold ATH-CKB50 GD,Audio-Technica,,3.2,6.0,['No Review']
516,Koss KPH14W Side Firing Headphone (White),Koss,13.99,3.5,695.0,"['sound quality', 'sony mdr-w', 'side firing', 'hurt my ears', 'old sony', 'sound is good', 'sony headphones', 'small head', 'stay in place', 'another pair', 'ear pieces', 'replacement for sony', 'ear canal', 'large head']"
517,AudioTechnica ATH-CKR300BT Wireless Earbuds (Gray),Audio-Technica,59.0,,0.0,['No Review']
518,"Jabra Halo Free Wireless Bluetooth Stereo Earbuds (Retail Packaging), Black",Jabra,22.52,3.4,98.0,"['sound quality', 'battery life', 'earbuds', 'bluetooth headphones', 'easy to connect', 'halo free', 'phone calls', 'right away', 'build quality', 'charging port', 'listen to music', 'headphone jack', 'different sized']"
519,"JVC HAFR37A Marshmallow Headphones with Mic, Blue",JVC,,4.3,176.0,"['memory foam', 'sound quality', 'earbuds', 'listen to music', 'stay in my ears', 'stopped working', 'ear canals', 'always seem', 'great value', 'great sound', 'love the jvc marshmallow', 'earbuds ever']"
520,Skullcandy Ink'd 2.0 Micd Purple/Salmon/Green In-ear Headphones (S2IKJY-530),Skullcandy,,3.7,82.0,['No Review']
521,"Bang & Olufsen Beoplay E8 3rd Generation True Wireless in-Ear Bluetooth Earphones, Qi Charging 35 Hours of Playtime, Black & Beoplay Charging Pad - Qi-Certified Wireless Charger, Black",Bang & Olufsen,475.0,,0.0,['No Review']
522,Sennheiser RS 2000 Digital Wireless Headphone,Sennheiser Consumer Audio,179.95,3.8,42.0,"['sound quality', 'hard of hearing', 'adjust the volume', 'older sennheiser', 'sound great', 'quality sound', 'ear', 'headset', 'headphone', 'plug', 'model', 'audio', 'hear', 'wireless', 'balance', 'front', 'watching']"
523,Audio Technica ATH-CM707| Earsuit Inner Ear Headphones (Japan Import),Audio-Technica,108.0,3.9,101.0,['No Review']
524,"Koss KE7 Earbuds, 2 Pack",Koss,9.98,,0.0,['No Review']
525,Sony MDR-E9LP Earphone. SONY HEAPDHONES 300KJ/HIGH POWER NEODYMIUM HEADST. Stereo - Violet - Mini-phone - Wired - 18 Hz 22 kHz - Dynamic - Earbud - Binaural - Open - 3.94 ft Cable,Sony,,5.0,0.0,['No Review']
526,New - Koss Corporation IN THE EAR EARBUDS - DQ2923,Koss,,2.5,3.0,['No Review']
527,JBL Endurance Peak True Wireless Bluetooth in-Ear Sport Headphones - Blue,JBL,99.95,3.9,217.0,"['sound quality', 'battery life', 'charging case', 'true wireless', 'left earbud', 'noise cancellation', 'even though', 'fall out of my ears', 'phone calls', 'wireless headphones', 'left ear', 'low end', 'truly wireless']"
528,Skullcandy 50/50 (Discontinued by Manufacturer),Skullcandy,,4.3,38.0,['No Review']
529,"Samsung Galaxy Buds, Bluetooth True Wireless Earbuds with Wireless Charging Case (Renewed)",Amazon Renewed,64.0,4.4,82.0,['No Review']
530,"JLab Audio JBuds Pro Premium in-Ear Earbuds with Mic, Guaranteed Fit, Guaranteed for Life - Blue",JLAB,9.88,4.4,270.0,"['sound quality', 'listen to music', 'another pair', 'stop working', 'second pair', 'earbuds', 'last even half as long', 'great price', 'buy another', 'works great', 'sound great', 'amazing sound', 'great headphones']"
531,"Shure SE846 Wireless Earphones with Bluetooth 5.0, Sound Isolating, Blue",Shure,,3.9,37.0,"['low end', 'sound quality', 'cable', 'bluetooth', 'headphones', 'earphones', 'audio', 'ear', 'drivers', 'noise', 'range', 'truly', 'earbuds', 'heard', 'liking', 'nozzle', 'plus', 'blue', 'customize']"
532,Audio-Technica Solid Bass in-Ear Bluetooth Headphones Black Chrome/Gold,Audio-Technica,32.99,3.5,3.0,['No Review']
533,"Sony MDR-AS210/B Sport In-ear Headphones, Black",Sony,13.97,4.4,1058.0,"['sound quality', 'earbuds', 'stay in place', 'around the ear', 'headphones', 'much better', 'hurt my ears', 'sound is good', 'old ones', 'worth the money', 'earphones', 'pretty good', 'hard plastic', 'ear canal']"
534,"Monster Wireless Earbuds, Clarity 101 AirLinks Bluetooth Earbuds 5.0 with Charging Case,30H Playback Time, Bluetooth Headphones Built-in Mic, Truely Wireless Headphones with Deep Bass for Sport, Grey",Monster,79.99,4.3,21.0,"['battery life', 'outside noise', 'fit my ears', 'sound quality', 'ears nicely', 'wireless earbuds', 'earbuds', 'quality is great', 'good sound', 'great sound', 'bass', 'bluetooth', 'crisp', 'unique', 'volume', 'pocket', 'touch']"
535,"Panasonic Earbuds, Black",Panasonic,,,0.0,['No Review']
536,JVC HA-F71 Stereo Ear Buds (Discontinued by Manufacturer),JVC,,2.7,2.0,['No Review']
537,Panasonic Wired Earphones 3.5 mm Jack Black (RP-HJE125E-K),Panasonic,8.85,4.4,5555.0,"['sound quality', 'quality sound', 'ear', 'break', 'buds', 'durable', 'earbud', 'older', 'affordable', 'cord', 'headphones', 'hear', 'value']"
538,Panasonic Canal Type Earphone High Resolution Sound Source Compatible RP-HDE3-T （Brown）,Panasonic,73.75,3.2,5.0,['No Review']
539,Sony IER-M9 in-Ear Monitor Headphones,Sony,998.0,4.6,9.0,['No Review']
540,"Sony SP600N Wireless Noise Canceling Sports In-Ear Headphones, Black (WI-SP600N/B)",Sony,67.99,3.6,255.0,"['sound quality', 'noise cancelling', 'battery life', 'noise cancellation', 'left side', 'ambient sound', 'easy to use', 'price point', 'ambient noise', 'great sound', 'cancelling and ambient', 'bluetooth headphones']"
541,"Sony WI-C310 Wireless in-Ear Headset/Headphones with mic for Phone Call, White (WI-C310/W)",Sony,18.0,4.2,1134.0,"['battery life', 'sound quality', 'around your neck', 'noise cancellation', 'phone call', 'behind your neck', 'bluetooth headphones', 'great sound', 'stopped working', 'quality is good', 'pretty good', 'fully charged']"
542,Panasonic RP-HJE270-P In-Ear Earbud Ergo-Fit Design Headphone (Pink) (Discontinued by Manufacturer),Panasonic,14.69,4.7,2.0,['No Review']
543,Koss 165119 VC20 in-Line Headphones Volume Controller,Koss,20.45,,0.0,['No Review']
544,"JVC Marshmallow Wireless, Earbud Headphones, Water Resistance(IPX4), 8 Hours Long Battery Life, Secure and Comfort Fit with Flexible Soft Neck Band and Memory Form Earpieces - HAFX35BTB (Black)",JVC,39.99,4.0,97.0,"['battery life', 'sound quality', 'earbuds', 'stopped working', 'stay in my ears', 'right side', 'around your neck', 'pretty good', 'good quality', 'quality is pretty good', 'sound quality is pretty good']"
545,"Skullcandy Smokin' Buds 2 Noise Isolating Earbuds with in-Line Microphone and Remote, Moisture Resistant, Oval-Shaped and Angled for Long-Term Comfort, Street/Royal Blue/Dark Blue",Skullcandy,,4.3,132.0,['No Review']
546,Sony MDRZX110NC Noise Cancelling Headphones (Black) Bundle with MDR-EX15AP EX Series Earbuds with Mic (2 Items),Sony,39.99,,0.0,['No Review']
547,OEM Stereo Headphones w/Microphone for Samsung Galaxy S8 S9 S8 Plus S9 Plus Note 8 - Designed by AKG - 100% Original,SAMSUNG,13.11,3.7,1437.0,"['sound quality', 'waste your money', 'came with my phone', 'stopped working', 'headphones', 'came with my galaxy', 'microphone does not work', 'original ones', 'fell apart', 'second pair', 'good quality', 'like the ones']"
548,JVC HAKD3P Over-Ear Child's Headphones (Pink),JVC,17.99,1.0,0.0,['No Review']
549,JVC Kenwood JVC Earbuds 3.5m code HP-F207L-B (japan import),JVC,39.0,3.4,70.0,['No Review']
550,Samsung Galaxy Buds SM-R170 Bluetooth Earbuds for Android Smartphones (White) (Renewed),Amazon Renewed,,,0.0,['No Review']
551,Audio-Technica ATH-MSR7 GM (Gun-Metal Grey) High Resolution Audio Over-Ear Headphone (Japan Import),Audio-Technica,278.88,4.3,85.0,"['high end', 'sound quality', 'audio technica', 'mids and highs', 'build quality', 'pair of headphones', 'closed back', 'great sound', 'really good', 'excellent sound', 'bass quality', 'sound good', 'headphone']"
552,Jabra WAVE Bluetooth Headset- Black [Retail Packaging],Jabra,192.47,3.8,2203.0,"['sound quality', 'battery life', 'bluetooth headset', 'bluetooth', 'easy to use', 'stopped working', 'behind the ear', 'highly recommend', 'hands free', 'cell phone', 'wave bluetooth', 'lightweight', 'play music']"
553,Skullcandy Jib Plus Wireless in-Ear Earbud - Bleached Blue (S2JPW-N743),Skullcandy,19.99,4.2,2090.0,['No Review']
554,"Plantronics 211855-99 BackBeat Fit 3100 True Wireless Earbuds, Sweatproof and Waterproof In Ear Workout Headphones, Black, One Size Fits All",Plantronics,49.8,3.7,1335.0,"['battery life', 'sound quality', 'charging case', 'true wireless', 'fully charged', 'noise cancelling', 'wireless headphones', 'full charge', 'ambient noise', 'left earbud', 'listening to music', 'wireless earbuds', 'truly wireless']"
555,"JBL Lifestyle LIVE 100 In-Ear Headphones, Black (Renewed)",Amazon Renewed,27.99,4.7,4.0,['No Review']
556,Audio Technic Audio-Technica ATH-CHX5 SonicFuel Hybrid Earbud Headphones - Red ATH-CHX5RD,Audio-Technica,14.95,,0.0,['No Review']
557,Sony Wireless Headphones,Sony,79.99,3.2,681.0,"['battery life', 'noise cancelling', 'sound quality', 'noise cancellation', 'charging case', 'right earbud', 'active noise', 'truly wireless', 'right ear', 'true wireless', 'good sound', 'wireless headphones', 'left ear', 'left earbud']"
559,Audio-Technica inner ear headphone ATH-J100BW,Audio-Technica,,5.0,0.0,['No Review']
560,JBL UA PIVOT Sport Wireless Bluetooth In-ear Headphones - Black,JBL,129.0,3.4,25.0,"['sound quality', 'battery life', 'ear', 'earbuds', 'buds', 'running', 'stay', 'bass', 'calls', 'clip', 'control', 'headphones', 'proof']"
561,"JBL Endurance Jump, Wireless in-Ear Sport Headphone with One-Button Mic/Remote - Blue (Renewed)",Amazon Renewed,31.95,3.9,15.0,['No Review']
562,"PANASONIC Wings Sport Headphones are Ultra-Light Wireless Bluetooth Sport Earbud 3D Flex Sport Clips with Microphone and Call/Volume Controller, IPX5 Rated Water-Resistant - RP-BTS35-K (Black)",Panasonic,49.77,3.2,177.0,"['sound quality', 'battery life', 'sport earphones', 'earbuds', 'good sound', 'listening to music', 'bluetooth headphones', 'wireless bluetooth', 'pretty good', 'stay in place', 'easy to pair', 'stay put', 'wings ultra-light']"
563,Sony Premium Lightweight Extra Bass Stereo Headphones with in-line Microphone and Remote for Android Smartphone (Black),Sony,,3.0,5.0,['No Review']
564,in The Ear Earbuds White,Koss,,3.9,32.0,['No Review']
565,Philips SHE2100BK/28 In-Ear Headphones - Black (Discontinued by Manufacturer),PHILIPS,9.99,4.2,283.0,"['sound quality', 'earbuds', 'apple earbuds', 'ear canal', 'sound good', 'much better', 'decent sound', 'great sound', 'pretty good', 'in-ear headphones', 'good quality', 'use them everyday', 'fit my ears']"
566,Samsung Galaxy Buds True Wireless Earbuds - Silver (Renewed),Amazon Renewed,70.97,4.2,65.0,['No Review']
567,Sennheiser Momentum In Ear (iOS version) - Black Red,Sennheiser Consumer Audio,49.0,3.7,1565.0,"['sound quality', 'build quality', 'stopped working', 'sennheiser momentum', 'price point', 'carrying case', 'earbud', 'highly recommend', 'much better', 'headphone jack', 'controls work', 'phone calls', 'foam tips']"
568,JBL Free X - True Wireless in-Ear Headphone - White (Renewed),Amazon Renewed,49.0,4.6,11.0,['No Review']
569,Sony MDRAS400EX Sports Headphones with Adjustable Ear Loop (Black),Sony,,4.0,136.0,"['sound quality', 'around the ear', 'right side', 'earbuds', 'highly recommend', 'stay in your ears', 'helps keep', 'comfortable to wear', 'hear the music', 'stay in place', 'keep them in place', 'ear pieces', 'stay put']"
570,Bang & Olufsen True Wireless Earphone Beoplay E8 Motion (White) 1646700【Japan Domestic Genuine Products】【Ships from Japan】,Bang & Olufsen,,,0.0,['No Review']
571,Audio Technica ATH-C505 BL | Inner Headphones (Japan Import),Audio-Technica,,3.8,43.0,['No Review']
572,Philips SHE2610 Mix & Match In Ear Headphones (Discontinued by Manufacturer),PHILIPS,,2.3,5.0,['No Review']
573,Philips In-Ear Headphones Mix and Match with 5 Sets of Interchangeable Caps SHE2610/28 (Discontinued by Manufacturer),PHILIPS,,4.1,4.0,['No Review']
574,"Koss iL200w KTC Aluminum Ear Buds with In-Line Controls for iPhone/iPad/iPod, White",Koss,19.99,3.9,71.0,"['ear buds', 'sound quality', 'lifetime warranty', 'much better', 'noise cancellation', 'different sizes', 'second pair', 'great product for the price', 'sound great', 'great sound', 'good quality', 'good sound', 'sound is good']"
575,"JVC AE Wireless Earbuds, Bluetooth Connectivity, Pivot Motion Fit, Water Resistant IPX5, Runnning Form Coach, Bass Boost Function, Voice Assistant Compatible - HAET65BVB (Black)",JVC,104.98,4.1,14.0,"['battery life', 'sound quality', 'ear', 'earbuds', 'device', 'sizes', 'cord', 'running', 'stay', 'bass', 'listening', 'app', 'noise', 'standard', 'buds', 'paired', 'tested', 'wireless', 'blue', 'coach']"
576,"Samsung Galaxy Buds+ Plus, True Wireless Earbuds w/Improved Battery and Call Quality, Black – US Version, SM-R175NZKAXAR & Wireless Charger Duo Pad, Fast Charge 2.0 - Black",SAMSUNG,,,0.0,['No Review']
577,Audio-Technica ATH-IM50 Dual symphonic-driver In-ear Monitor headphones Black (Japan Import),Audio-Technica,,3.7,135.0,"['sound quality', 'ear monitors', 'right ear', 'audio quality', 'highly recommend', 'foam tips', 'in-ear monitors', 'great bass', 'half the price', 'comply tips', 'small ears', 'highly recommend', 'really like']"
578,Philips ActionFit RunWild Navy Blue Sports Earbuds,PHILIPS,,,0.0,['No Review']
579,"JBL ENDURANCE JUMP - Wireless Headphones, Bluetooth Sport EarphOnes with Microphone, Waterproof, up to 8 Hours Battery and Quick Charge, works with Android and Apple iOS (Red)",JBL,43.99,4.1,77.0,['No Review']
580,Sennheiser CX 100 In Ear Headphone - Black,Sennheiser Consumer Audio,28.52,4.2,68.0,['No Review']
581,"Audio-Technica ATH-CKR35BTSV Sound Reality Bluetooth Wireless In-Ear Headphones with In-Line Mic & Control, Silver",Audio-Technica,59.0,4.5,3.0,['No Review']
582,JVC Stereo in-Ear Lightweight Water-Resistant Active Sport Headphones with Mic/Remote for iPhone and iPod (Blue),JVC,,3.8,4.0,['No Review']
583,"Sony WI-SP510 EXTRA BASS Wireless In-ear Headset/Headphones with mic for phone call Sports IPX5 BLUETOOTH, Black",Sony,58.0,3.4,24.0,['No Review']
584,Panasonic RP-BT10 Bluetooth Headphones (White) (Discontinued by Manufacturer),Panasonic,,3.2,11.0,"['ipod', 'transmitter', 'bluetooth', 'headphones', 'device', 'earbuds', 'button']"
585,Monster New Clarity HD Airlinks High Definition True Wireless Earbuds Sliver,Monster,,3.8,33.0,['No Review']
586,"Audio-Technica ATH-CK200BTBK Bluetooth Wireless In-Ear Headphones with In-Line Mic & Control, Black",Audio-Technica,39.0,3.8,71.0,['No Review']
587,Koss KEB30IW Noise Isolating In-Ear Headphones with In-Line Microphone,Koss,31.01,3.7,8.0,['No Review']
588,JVC HAF160A Gumy Ear Bud Headphone Blue,JVC,,4.3,132.0,['No Review']
589,Philips SHE3595BK/28 In-Ear Headset with Mic Black,PHILIPS,12.99,4.4,316.0,"['sound quality', 'earbuds', 'stopped working', 'highly recommend', 'still work', 'phone calls', 'listening to music', 'great sound', 'around the house', 'noise cancellation', 'different size', 'great quality']"
